Laikotarpis;Rodiklis;Administracinė teritorija;Amžius;Matavimo vienetai;Reikšmė
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ukmergės r. sav.;Iš viso pagal amžių;asmenys;1145
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ukmergės r. sav.;Iš viso pagal amžių;asmenys;1150
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ukmergės r. sav.;Iš viso pagal amžių;asmenys;1151
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ukmergės r. sav.;Iš viso pagal amžių;asmenys;1146
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ukmergės r. sav.;Iš viso pagal amžių;asmenys;1152
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ukmergės r. sav.;Iš viso pagal amžių;asmenys;1154
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ukmergės r. sav.;Iš viso pagal amžių;asmenys;1157
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ukmergės r. sav.;Iš viso pagal amžių;asmenys;1165
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ukmergės r. sav.;Iš viso pagal amžių;asmenys;1169
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ukmergės r. sav.;Iš viso pagal amžių;asmenys;1172
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ukmergės r. sav.;Iš viso pagal amžių;asmenys;1177
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ukmergės r. sav.;Iš viso pagal amžių;asmenys;1174
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ukmergės r. sav.;Iš viso pagal amžių;asmenys;1175
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ukmergės r. sav.;Iš viso pagal amžių;asmenys;1174
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ukmergės r. sav.;Iš viso pagal amžių;asmenys;1170
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ukmergės r. sav.;Iš viso pagal amžių;asmenys;1175
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ukmergės r. sav.;Iš viso pagal amžių;asmenys;1160
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus m. sav.;Iš viso pagal amžių;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus m. sav.;Iš viso pagal amžių;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus m. sav.;Iš viso pagal amžių;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus m. sav.;Iš viso pagal amžių;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus m. sav.;Iš viso pagal amžių;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus m. sav.;Iš viso pagal amžių;asmenys;1193
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus m. sav.;Iš viso pagal amžių;asmenys;1197
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus m. sav.;Iš viso pagal amžių;asmenys;1198
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus m. sav.;Iš viso pagal amžių;asmenys;1200
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus m. sav.;Iš viso pagal amžių;asmenys;1202
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus m. sav.;Iš viso pagal amžių;asmenys;1205
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus m. sav.;Iš viso pagal amžių;asmenys;1210
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus m. sav.;Iš viso pagal amžių;asmenys;1216
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus m. sav.;Iš viso pagal amžių;asmenys;1219
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus m. sav.;Iš viso pagal amžių;asmenys;1228
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus m. sav.;Iš viso pagal amžių;asmenys;1232
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus m. sav.;Iš viso pagal amžių;asmenys;1233
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus m. sav.;Iš viso pagal amžių;asmenys;1232
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus m. sav.;Iš viso pagal amžių;asmenys;1233
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus m. sav.;Iš viso pagal amžių;asmenys;1231
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus m. sav.;Iš viso pagal amžių;asmenys;1236
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus m. sav.;Iš viso pagal amžių;asmenys;1231
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus m. sav.;Iš viso pagal amžių;asmenys;1223
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus m. sav.;Iš viso pagal amžių;asmenys;1212
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus r. sav.;Iš viso pagal amžių;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus r. sav.;Iš viso pagal amžių;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus r. sav.;Iš viso pagal amžių;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus r. sav.;Iš viso pagal amžių;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus r. sav.;Iš viso pagal amžių;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus r. sav.;Iš viso pagal amžių;asmenys;1080
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus r. sav.;Iš viso pagal amžių;asmenys;1081
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus r. sav.;Iš viso pagal amžių;asmenys;1080
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus r. sav.;Iš viso pagal amžių;asmenys;1079
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus r. sav.;Iš viso pagal amžių;asmenys;1078
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus r. sav.;Iš viso pagal amžių;asmenys;1076
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus r. sav.;Iš viso pagal amžių;asmenys;1072
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus r. sav.;Iš viso pagal amžių;asmenys;1069
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus r. sav.;Iš viso pagal amžių;asmenys;1065
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus r. sav.;Iš viso pagal amžių;asmenys;1075
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus r. sav.;Iš viso pagal amžių;asmenys;1079
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus r. sav.;Iš viso pagal amžių;asmenys;1077
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus r. sav.;Iš viso pagal amžių;asmenys;1078
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus r. sav.;Iš viso pagal amžių;asmenys;1077
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus r. sav.;Iš viso pagal amžių;asmenys;1076
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus r. sav.;Iš viso pagal amžių;asmenys;1079
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus r. sav.;Iš viso pagal amžių;asmenys;1073
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus r. sav.;Iš viso pagal amžių;asmenys;1059
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vilniaus r. sav.;Iš viso pagal amžių;asmenys;1037
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vidurio ir vakarų Lietuvos regionas;Iš viso pagal amžių;asmenys;1117
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vidurio ir vakarų Lietuvos regionas;Iš viso pagal amžių;asmenys;1121
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vidurio ir vakarų Lietuvos regionas;Iš viso pagal amžių;asmenys;1123
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vidurio ir vakarų Lietuvos regionas;Iš viso pagal amžių;asmenys;1126
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vidurio ir vakarų Lietuvos regionas;Iš viso pagal amžių;asmenys;1128
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vidurio ir vakarų Lietuvos regionas;Iš viso pagal amžių;asmenys;1130
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vidurio ir vakarų Lietuvos regionas;Iš viso pagal amžių;asmenys;1133
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vidurio ir vakarų Lietuvos regionas;Iš viso pagal amžių;asmenys;1136
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vidurio ir vakarų Lietuvos regionas;Iš viso pagal amžių;asmenys;1138
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vidurio ir vakarų Lietuvos regionas;Iš viso pagal amžių;asmenys;1140
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vidurio ir vakarų Lietuvos regionas;Iš viso pagal amžių;asmenys;1146
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vidurio ir vakarų Lietuvos regionas;Iš viso pagal amžių;asmenys;1150
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vidurio ir vakarų Lietuvos regionas;Iš viso pagal amžių;asmenys;1153
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vidurio ir vakarų Lietuvos regionas;Iš viso pagal amžių;asmenys;1154
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vidurio ir vakarų Lietuvos regionas;Iš viso pagal amžių;asmenys;1159
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vidurio ir vakarų Lietuvos regionas;Iš viso pagal amžių;asmenys;1161
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vidurio ir vakarų Lietuvos regionas;Iš viso pagal amžių;asmenys;1164
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vidurio ir vakarų Lietuvos regionas;Iš viso pagal amžių;asmenys;1164
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vidurio ir vakarų Lietuvos regionas;Iš viso pagal amžių;asmenys;1163
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vidurio ir vakarų Lietuvos regionas;Iš viso pagal amžių;asmenys;1163
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vidurio ir vakarų Lietuvos regionas;Iš viso pagal amžių;asmenys;1165
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vidurio ir vakarų Lietuvos regionas;Iš viso pagal amžių;asmenys;1163
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vidurio ir vakarų Lietuvos regionas;Iš viso pagal amžių;asmenys;1159
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Vidurio ir vakarų Lietuvos regionas;Iš viso pagal amžių;asmenys;1152
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus apskritis;Iš viso pagal amžių;asmenys;1069
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus apskritis;Iš viso pagal amžių;asmenys;1072
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus apskritis;Iš viso pagal amžių;asmenys;1075
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus apskritis;Iš viso pagal amžių;asmenys;1077
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus apskritis;Iš viso pagal amžių;asmenys;1079
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus apskritis;Iš viso pagal amžių;asmenys;1081
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus apskritis;Iš viso pagal amžių;asmenys;1088
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus apskritis;Iš viso pagal amžių;asmenys;1094
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus apskritis;Iš viso pagal amžių;asmenys;1102
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus apskritis;Iš viso pagal amžių;asmenys;1106
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus apskritis;Iš viso pagal amžių;asmenys;1115
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus apskritis;Iš viso pagal amžių;asmenys;1122
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus apskritis;Iš viso pagal amžių;asmenys;1129
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus apskritis;Iš viso pagal amžių;asmenys;1134
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus apskritis;Iš viso pagal amžių;asmenys;1138
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus apskritis;Iš viso pagal amžių;asmenys;1140
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus apskritis;Iš viso pagal amžių;asmenys;1143
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus apskritis;Iš viso pagal amžių;asmenys;1146
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus apskritis;Iš viso pagal amžių;asmenys;1143
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus apskritis;Iš viso pagal amžių;asmenys;1146
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus apskritis;Iš viso pagal amžių;asmenys;1150
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus apskritis;Iš viso pagal amžių;asmenys;1150
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus apskritis;Iš viso pagal amžių;asmenys;1149
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus apskritis;Iš viso pagal amžių;asmenys;1146
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus m. sav.;Iš viso pagal amžių;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus m. sav.;Iš viso pagal amžių;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus m. sav.;Iš viso pagal amžių;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus m. sav.;Iš viso pagal amžių;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus m. sav.;Iš viso pagal amžių;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus m. sav.;Iš viso pagal amžių;asmenys;1078
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus m. sav.;Iš viso pagal amžių;asmenys;1089
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus m. sav.;Iš viso pagal amžių;asmenys;1093
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus m. sav.;Iš viso pagal amžių;asmenys;1098
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus m. sav.;Iš viso pagal amžių;asmenys;1106
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus m. sav.;Iš viso pagal amžių;asmenys;1116
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus m. sav.;Iš viso pagal amžių;asmenys;1127
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus m. sav.;Iš viso pagal amžių;asmenys;1137
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus m. sav.;Iš viso pagal amžių;asmenys;1144
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus m. sav.;Iš viso pagal amžių;asmenys;1151
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus m. sav.;Iš viso pagal amžių;asmenys;1156
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus m. sav.;Iš viso pagal amžių;asmenys;1166
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus m. sav.;Iš viso pagal amžių;asmenys;1177
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus m. sav.;Iš viso pagal amžių;asmenys;1175
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus m. sav.;Iš viso pagal amžių;asmenys;1179
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus m. sav.;Iš viso pagal amžių;asmenys;1186
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus m. sav.;Iš viso pagal amžių;asmenys;1189
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus m. sav.;Iš viso pagal amžių;asmenys;1190
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus m. sav.;Iš viso pagal amžių;asmenys;1190
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus r. sav.;Iš viso pagal amžių;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus r. sav.;Iš viso pagal amžių;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus r. sav.;Iš viso pagal amžių;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus r. sav.;Iš viso pagal amžių;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus r. sav.;Iš viso pagal amžių;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus r. sav.;Iš viso pagal amžių;asmenys;1036
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus r. sav.;Iš viso pagal amžių;asmenys;1038
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus r. sav.;Iš viso pagal amžių;asmenys;1045
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus r. sav.;Iš viso pagal amžių;asmenys;1050
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus r. sav.;Iš viso pagal amžių;asmenys;1048
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus r. sav.;Iš viso pagal amžių;asmenys;1052
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus r. sav.;Iš viso pagal amžių;asmenys;1051
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus r. sav.;Iš viso pagal amžių;asmenys;1058
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus r. sav.;Iš viso pagal amžių;asmenys;1063
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus r. sav.;Iš viso pagal amžių;asmenys;1063
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus r. sav.;Iš viso pagal amžių;asmenys;1062
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus r. sav.;Iš viso pagal amžių;asmenys;1053
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus r. sav.;Iš viso pagal amžių;asmenys;1048
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus r. sav.;Iš viso pagal amžių;asmenys;1045
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus r. sav.;Iš viso pagal amžių;asmenys;1048
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus r. sav.;Iš viso pagal amžių;asmenys;1051
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus r. sav.;Iš viso pagal amžių;asmenys;1045
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus r. sav.;Iš viso pagal amžių;asmenys;1047
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Alytaus r. sav.;Iš viso pagal amžių;asmenys;1041
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Druskininkų sav.;Iš viso pagal amžių;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Druskininkų sav.;Iš viso pagal amžių;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Druskininkų sav.;Iš viso pagal amžių;asmenys;
