id;street;purpose;area;area_useful;year;year_renov;renov_status;efficiency;no_flats;not_living_flats;land;house
195;K.K.Donelaičiog.;Gyvenamoji (trys ir daugiau butų);1933.15;1544.66;1965.0;2017.0;Renovuotas;;16.0;0.0;0.0;16
196;K.K.Donelaičiog.;Gyvenamoji (trys ir daugiau butų);1810.06;1514.39;1964.0;2017.0;Renovuotas;;16.0;0.0;0.0;18
197;K.K.Donelaičiog.;Gyvenamoji (trys ir daugiau butų);0.0;0.0;1964.0;2017.0;Renovuotas;;16.0;0.0;0.0;20
198;K.K.Donelaičiog.;Gyvenamoji (trys ir daugiau butų);3456.08;2433.33;2002.0;;Nerenovuotas;;28.0;3.0;0.0;6A
199;K.Jauniausg.;Gyvenamoji (trys ir daugiau butų);0.0;1672.16;2001.0;;Nerenovuotas;;23.0;0.0;0.0;1
200;K.Kalinauskog.;Gyvenamoji (trys ir daugiau butų);2176.96;0.0;1940.0;;Nerenovuotas;D;17.0;4.0;0.0;10
201;K.Kalinauskog.;Administracinė;2179.94;0.0;1998.0;;Nerenovuotas;;6.0;7.0;0.0;2B
202;K.Vanagėliog.;Gyvenamoji (trys ir daugiau butų);463.84;281.58;1923.0;;Nerenovuotas;;8.0;1.0;0.17;9
203;Kalvarijųg.;Gyvenamoji (trys ir daugiau butų);275.89;275.89;1940.0;;Nerenovuotas;;6.0;0.0;0.0;11A
204;Kalvarijųg.;Gyvenamoji (trys ir daugiau butų);3766.55;3125.18;1968.0;;Nerenovuotas;E;60.0;0.0;0.0;126
205;Kalvarijųg.;Gyvenamoji (trys ir daugiau butų);3750.8;3126.17;1968.0;;Nerenovuotas;;61.0;0.0;0.0;132
206;Kalvarijųg.;Gyvenamoji (trys ir daugiau butų);5390.9;4495.45;1968.0;;Nerenovuotas;;90.0;0.0;0.0;138
207;Kalvarijųg.;Gyvenamoji (trys ir daugiau butų);3739.3;3124.88;1968.0;;Nerenovuotas;;61.0;0.0;0.0;144
208;Kalvarijųg.;Gyvenamoji (trys ir daugiau butų);0.0;4495.5;1968.0;;Nerenovuotas;E;90.0;0.0;0.0;150
209;Kalvarijųg.;Gyvenamoji (trys ir daugiau butų);1183.51;558.59;1940.0;;Nerenovuotas;;8.0;17.0;0.0;2
210;Kalvarijųg.;Gyvenamoji (trys ir daugiau butų);2858.85;2483.66;1994.0;;Nerenovuotas;;40.0;0.0;0.0;276A
211;Kalvarijųg.;Gyvenamoji (trys ir daugiau butų);1533.11;547.33;1940.0;2000.0;Renovuotas;;8.0;3.0;0.0;29
212;Kalvarijųg.;Gyvenamoji (trys ir daugiau butų);6130.23;4712.86;1999.0;;Nerenovuotas;;62.0;38.0;0.0;290
213;Kalvarijųg.;Gyvenamoji (trys ir daugiau butų);0.0;1283.91;1994.0;;Nerenovuotas;;15.0;0.0;0.0;294A
214;Kalvarijųg.;Gyvenamoji (dviejų butų pastatas);170.93;112.11;1940.0;;Nerenovuotas;;2.0;1.0;0.0;29A
215;Kalvarijųg.;Gyvenamoji (trys ir daugiau butų);308.77;308.77;1944.0;;Nerenovuotas;;6.0;0.0;0.0;43
216;Kalvarijųg.;Gyvenamoji (trys ir daugiau butų);71.23;71.23;1940.0;;Nerenovuotas;;3.0;0.0;0.0;70
217;Kalvarijųg.;Gyvenamoji (trys ir daugiau butų);228.49;228.49;1940.0;;Nerenovuotas;;6.0;0.0;0.0;70
218;Kalvarijųg.;Gyvenamoji (trys ir daugiau butų);951.06;397.29;1940.0;;Nerenovuotas;;6.0;4.0;0.56;8
219;Kalvarijųg.;Gyvenamoji (trys ir daugiau butų);6769.0;0.0;1996.0;;Nerenovuotas;;40.0;25.0;0.0;98
220;Kaminkeliog.;Gyvenamoji (trys ir daugiau butų);3770.77;3228.0;1998.0;;Nerenovuotas;;45.0;10.0;0.0;32
221;Kaminkeliog.;Gyvenamoji (vieno buto pastatai);496.97;332.72;1997.0;;Nerenovuotas;;1.0;0.0;0.0;37A
222;Kapsųg.;Gyvenamoji (trys ir daugiau butų);2111.1;0.0;1998.0;;Nerenovuotas;;19.0;13.0;0.0;19
223;Kapsųg.;Gyvenamoji (trys ir daugiau butų);2621.67;2250.82;1977.0;;Nerenovuotas;;37.0;0.0;0.0;28
224;Kareiviųg.;Gyvenamoji (trys ir daugiau butų);0.0;7139.59;2006.0;;Nerenovuotas;D;116.0;166.0;0.0;19
225;Kareiviųg.;Gyvenamoji (įvairioms socialinėms grupėms);0.0;0.0;1977.0;;Nerenovuotas;;151.0;15.0;0.0;9
226;Kaštonųg.;Gyvenamoji (trys ir daugiau butų);1373.48;1206.65;1940.0;;Nerenovuotas;;14.0;2.0;0.0;5
227;Kaunog.;Gyvenamoji (trys ir daugiau butų);5403.31;4327.23;1940.0;;Nerenovuotas;;65.0;21.0;0.0;2
228;Kaunog.;Gyvenamoji (trys ir daugiau butų);1884.72;1109.7;1950.0;;Nerenovuotas;;21.0;5.0;0.0;31
229;Kaunog.;Gyvenamoji (trys ir daugiau butų);2167.01;1498.72;1950.0;;Nerenovuotas;;32.0;3.0;0.0;35
230;Kenosg.;Gyvenamoji (trys ir daugiau butų);1107.76;1009.66;1940.0;;Nerenovuotas;;19.0;0.0;0.0;6
231;Keramikųg.;Gyvenamoji (trys ir daugiau butų);0.0;0.0;2001.0;;Nerenovuotas;;33.0;2.0;0.0;100
232;Keramikųg.;Gyvenamoji (trys ir daugiau butų);3194.41;2542.23;1990.0;;Nerenovuotas;;40.0;0.0;0.0;36
233;Keramikųg.;Gyvenamoji (įvairioms socialinėms grupėms);3637.69;2875.77;1989.0;;Nerenovuotas;;72.0;0.0;0.0;6
234;Klaipėdosg.;Gyvenamoji (trys ir daugiau butų);1379.29;856.61;1940.0;;Nerenovuotas;;11.0;5.0;0.0;2
235;Klaipėdosg.;Gyvenamoji (dviejų butų pastatas);554.48;0.0;1940.0;;Nerenovuotas;;2.0;2.0;0.0;3
236;Kloniųg.;Gyvenamoji (trys ir daugiau butų);416.02;359.5;1959.0;;Nerenovuotas;;8.0;0.0;0.0;2
237;Konstitucijospr.;Gyvenamoji (trys ir daugiau butų);4835.58;4423.12;1989.0;;Nerenovuotas;;60.0;1.0;0.0;13
238;Kovo11-osiosg.37,Afindevičių;Gyvenamoji (trys ir daugiau butų);4155.93;3699.25;1978.0;;Nerenovuotas;;71.0;1.0;0.0;g.
239;Kovo11-osiosg.49,Afindevičių;Gyvenamoji (trys ir daugiau butų);1977.24;1612.1;1988.0;;Nerenovuotas;;30.0;0.0;0.0;g.
240;Kražiųg.;Gyvenamoji (trys ir daugiau butų);873.19;0.0;1940.0;;Nerenovuotas;;11.0;0.0;0.0;4
241;Kriaučiūnųg.;Gyvenamoji (trys ir daugiau butų);750.43;490.57;1977.0;;Nerenovuotas;;8.0;0.0;0.4;11
242;Kriviųg.;Gyvenamoji (trys ir daugiau butų);0.0;2157.91;1973.0;2017.0;Renovuotas;;37.0;1.0;0.0;53A
243;Krokuvosg.;Gyvenamoji (trys ir daugiau butų);8047.78;5357.45;2004.0;;Nerenovuotas;;76.0;5.0;0.0;13
244;Krokuvosg.;Gyvenamoji (trys ir daugiau butų);1263.88;924.48;1940.0;;Nerenovuotas;;15.0;1.0;0.0;59
245;Krokuvosg.;Gyvenamoji (trys ir daugiau butų);5313.75;3688.58;1999.0;;Nerenovuotas;;48.0;44.0;0.0;8A
246;L.Girosg.;Gyvenamoji (trys ir daugiau butų);6293.87;5788.05;1993.0;;Nerenovuotas;;74.0;15.0;0.0;2
247;L.Sapiegosg.;Gyvenamoji (trys ir daugiau butų);8809.07;0.0;1940.0;;Nerenovuotas;;90.0;46.0;0.42;4
248;L.Sapiegosg.;Gyvenamoji (trys ir daugiau butų);3197.32;0.0;1987.0;;Nerenovuotas;;30.0;1.0;0.0;5
249;L.Stuokos-Gucevičiausg.;Gyvenamoji (trys ir daugiau butų);2055.59;0.0;1940.0;;Nerenovuotas;;7.0;3.0;0.0;11
250;L.Stuokos-Gucevičiausg.;Gyvenamoji (trys ir daugiau butų);1784.42;1784.42;1940.0;;Nerenovuotas;;17.0;2.0;0.0;13
251;Labdariųg.;Gyvenamoji (trys ir daugiau butų);1024.98;724.73;1940.0;;Nerenovuotas;;10.0;5.0;0.0;2
252;Labdariųg.;Gyvenamoji (trys ir daugiau butų);2273.99;1820.47;1940.0;;Nerenovuotas;;17.0;7.0;0.1;4
253;Laisvėspr.;Gyvenamoji (trys ir daugiau butų);6931.71;4630.3;1997.0;;Nerenovuotas;;46.0;38.0;0.0;115A
254;Laisvėspr.;Gyvenamoji (trys ir daugiau butų);8876.76;5594.38;1997.0;;Nerenovuotas;;71.0;40.0;0.0;117
255;Laisvėspr.;Gyvenamoji (trys ir daugiau butų);9759.35;5513.73;1995.0;;Nerenovuotas;;40.0;68.0;0.37;123
256;Laisvėspr.;Gyvenamoji (trys ir daugiau butų);4202.07;3672.61;1973.0;;Nerenovuotas;;3.0;69.0;0.0;43
257;Laisvėspr.;Gyvenamoji (trys ir daugiau butų);3741.16;3124.52;1973.0;;Nerenovuotas;;60.0;0.0;0.0;43
258;Laisvėspr.;Gyvenamoji (trys ir daugiau butų);4173.08;3765.42;1973.0;2008.0;Dalinė renovacija;;72.0;0.0;0.0;43
259;Laisvėspr.;Gyvenamoji (trys ir daugiau butų);1608.5;1485.3;1973.0;2008.0;Dalinė renovacija;;27.0;0.0;0.0;43
260;Laisvėspr.;Gyvenamoji (trys ir daugiau butų);1560.72;1240.35;1986.0;;Nerenovuotas;;20.0;0.0;0.0;72
261;Laisvėspr.;Gyvenamoji (trys ir daugiau butų);4300.4;3543.36;2000.0;;Nerenovuotas;;60.0;20.0;0.0;79D
262;Laisvėspr.;Gyvenamoji (įvairioms socialinėms grupėms);0.0;2477.75;1991.0;;Nerenovuotas;D;62.0;2.0;0.0;83
263;Laisvėspr.;Gyvenamoji (įvairioms socialinėms grupėms);0.0;2477.75;1991.0;;Renovuojamas;D;62.0;2.0;0.0;85
264;Laisvėspr.;Gyvenamoji (trys ir daugiau butų);2032.55;1731.54;1997.0;;Nerenovuotas;;20.0;9.0;0.0;87B
265;Laisvėspr.;Gyvenamoji (trys ir daugiau butų);5743.01;4896.2;1995.0;;Nerenovuotas;;60.0;0.0;0.0;99A
266;Latviųg.;Gyvenamoji (trys ir daugiau butų);960.14;832.6;1940.0;;Nerenovuotas;;9.0;10.0;0.0;64
267;Latviųg.;Gyvenamoji (trys ir daugiau butų);4236.74;2927.28;2005.0;;Nerenovuotas;;27.0;4.0;0.36;64A
268;Lentupiog.;Gyvenamoji (trys ir daugiau butų);1373.74;1230.64;1985.0;;Nerenovuotas;D;16.0;2.0;0.0;10
269;Lentupiog.;Gyvenamoji (trys ir daugiau butų);0.0;1105.56;1985.0;;Nerenovuotas;;15.0;1.0;0.0;10
270;Lentupiog.;Gyvenamoji (trys ir daugiau butų);1422.05;1197.21;1986.0;;Nerenovuotas;D;16.0;0.0;0.0;8
271;Liepynog.;Gyvenamoji (trys ir daugiau butų);1534.98;0.0;1959.0;;Renovuojamas;D;16.0;4.0;0.0;16
272;Ligoninėsg.;Gyvenamoji (trys ir daugiau butų);376.33;280.66;1988.0;;Nerenovuotas;;3.0;0.0;0.0;6
273;Ligoninėsg.;Gyvenamoji (trys ir daugiau butų);536.66;383.78;1988.0;;Nerenovuotas;;4.0;0.0;0.0;6
274;Ligoninėsg.;Gyvenamoji (trys ir daugiau butų);558.23;421.65;1987.0;;Nerenovuotas;;4.0;0.0;0.0;6
275;Ligoninėsg.;Gyvenamoji (trys ir daugiau butų);550.9;440.88;1987.0;;Nerenovuotas;;5.0;0.0;0.0;6
276;Linksmojig.;Gyvenamoji (trys ir daugiau butų);1454.6;1224.75;1995.0;;Nerenovuotas;;19.0;0.0;0.0;123
277;Linksmojig.;Gyvenamoji (trys ir daugiau butų);4103.99;3418.42;1995.0;;Nerenovuotas;;54.0;0.0;0.0;133
278;Linksmojig.;Gyvenamoji (trys ir daugiau butų);5458.92;5006.42;1988.0;;Nerenovuotas;;77.0;2.0;0.0;45
279;Linksmojig.;Gyvenamoji (vieno buto pastatai);2502.06;2017.84;1990.0;;Nerenovuotas;;38.0;0.0;0.0;89
280;Liubartog.;Gyvenamoji (trys ir daugiau butų);357.7;270.78;1954.0;;Nerenovuotas;;4.0;1.0;0.0;13
281;Lokiųg.;Gyvenamoji (trys ir daugiau butų);3736.61;2223.57;2009.0;;Nerenovuotas;B;31.0;3.0;0.16;8
282;LoretosAsanavičiūtėsg.;Gyvenamoji (trys ir daugiau butų);3754.34;3130.6;1974.0;;Nerenovuotas;;60.0;0.0;0.0;4
283;LoretosAsanavičiūtėsg.;Gyvenamoji (trys ir daugiau butų);0.0;3270.0;1975.0;;Nerenovuotas;;60.0;2.0;0.0;46
284;Lūšiųg.;Gyvenamoji (trys ir daugiau butų);950.73;807.87;2003.0;;Nerenovuotas;;12.0;3.0;0.0;23
285;Lūšiųg.;Gyvenamoji (trys ir daugiau butų);1148.09;623.16;2000.0;;Nerenovuotas;;8.0;3.0;0.0;27
286;Lvovog.;Gyvenamoji (trys ir daugiau butų);1572.45;830.54;1957.0;;Nerenovuotas;;15.0;3.0;0.0;38
287;Lvovog.;Gyvenamoji (trys ir daugiau butų);8574.94;5118.15;2003.0;;Nerenovuotas;;67.0;51.0;0.0;89
288;M.K.Čiurlioniog.;Gyvenamoji (trys ir daugiau butų);2285.56;1684.45;1940.0;;Nerenovuotas;;22.0;9.0;0.0;15
289;M.K.Čiurlioniog.;Gyvenamoji (trys ir daugiau butų);211.95;128.03;1940.0;;Nerenovuotas;;3.0;1.0;0.0;15A
290;M.K.Čiurlioniog.;Gyvenamoji (trys ir daugiau butų);0.0;4762.46;2004.0;;Nerenovuotas;;22.0;24.0;0.0;84A
291;M.K.Oginskiog.;Gyvenamoji (trys ir daugiau butų);3465.17;2630.26;1975.0;2011.0;Renovuotas;C;39.0;1.0;0.0;19
292;M.K.Oginskiog.;Gyvenamoji (trys ir daugiau butų);3025.02;2137.89;2004.0;;Nerenovuotas;;24.0;91.0;0.0;24
293;M.Katkausg.;Gyvenamoji (trys ir daugiau butų);2510.72;1419.67;2006.0;;Nerenovuotas;;24.0;32.0;0.0;5
294;M.Katkausg.;Gyvenamoji (trys ir daugiau butų);2266.79;1879.49;2006.0;;Nerenovuotas;;29.0;93.0;0.0;5
295;M.Katkausg.;Gyvenamoji (trys ir daugiau butų);1564.57;1029.39;2001.0;;Nerenovuotas;;13.0;10.0;0.0;8
296;M.Mažvydog.;Gyvenamoji (trys ir daugiau butų);3714.79;2920.76;2007.0;;Nerenovuotas;C;50.0;0.0;0.0;15
297;M.Mažvydog.;Gyvenamoji (trys ir daugiau butų);0.0;4335.67;2008.0;;Nerenovuotas;B;77.0;5.0;0.0;7
298;M.Počobutog.;Gyvenamoji (trys ir daugiau butų);0.0;0.0;2001.0;;Nerenovuotas;;25.0;11.0;0.0;2
299;M.Pretorijausg.;Gyvenamoji (trys ir daugiau butų);3790.1;2882.39;2000.0;;Nerenovuotas;;19.0;21.0;0.0;7
300;M.Valančiausg.;Gyvenamoji (trys ir daugiau butų);740.28;625.21;1903.0;2010.0;Renovuotas;;9.0;1.0;0.61;3
301;M.Valančiausg.;Gyvenamoji (trys ir daugiau butų);7486.54;3643.94;2009.0;;Nerenovuotas;C;46.0;21.0;0.0;7
302;Maironiog.;Gyvenamoji (trys ir daugiau butų);468.77;357.23;2000.0;;Nerenovuotas;;7.0;2.0;0.0;21
303;Maironiog.;Gyvenamoji (trys ir daugiau butų);461.08;314.65;2002.0;;Nerenovuotas;;6.0;1.0;0.0;23
304;Maironiog.;Gyvenamoji (trys ir daugiau butų);0.0;1331.86;2002.0;;Nerenovuotas;;16.0;7.0;0.0;25
305;Maironiog.;Gyvenamoji (trys ir daugiau butų);461.81;350.14;1940.0;;Nerenovuotas;;3.0;2.0;0.0;9
306;Maloniojig.;Gyvenamoji (trys ir daugiau butų);0.0;695.73;2009.0;;Nerenovuotas;B;6.0;1.0;0.0;3A
307;Maumedžiųg.;Gyvenamoji (vieno buto pastatai);2314.34;2080.67;1996.0;;Nerenovuotas;;33.0;0.0;0.0;6
308;Mečetėsg.;Gyvenamoji (trys ir daugiau butų);1944.92;0.0;1959.0;;Nerenovuotas;;23.0;0.0;0.0;4
309;Mechanikųg.;Gyvenamoji (trys ir daugiau butų);607.58;0.0;1975.0;;Nerenovuotas;D;17.0;0.0;0.0;81
310;Mechanikųg.;Gyvenamoji (trys ir daugiau butų);1879.7;1559.16;1990.0;;Nerenovuotas;D;37.0;0.0;0.0;97
311;Miežiųg.;Gyvenamoji (trys ir daugiau butų);1415.31;1133.2;1994.0;;Nerenovuotas;;16.0;0.0;0.0;8
312;Mildosg.;Gyvenamoji (trys ir daugiau butų);2764.45;2211.95;1971.0;2017.0;Renovuotas;;32.0;0.0;0.0;11
313;Mildosg.;Gyvenamoji (trys ir daugiau butų);2939.16;0.0;1975.0;;Nerenovuotas;;41.0;1.0;0.0;5
314;Mindaugog.;Gyvenamoji (trys ir daugiau butų);10241.24;0.0;2002.0;;Nerenovuotas;;51.0;9.0;0.0;14B
315;Mintiesg.;Gyvenamoji (trys ir daugiau butų);8353.2;7524.6;1968.0;;Nerenovuotas;;144.0;0.0;0.0;42
316;Mintiesg.;Gyvenamoji (trys ir daugiau butų);3246.12;2712.16;1968.0;;Nerenovuotas;;60.0;0.0;0.0;5
317;Mintiesg.;Gyvenamoji (trys ir daugiau butų);3245.0;2711.12;1966.0;2007.0;Renovuotas;;60.0;0.0;0.0;6
318;Mintiesg.;Gyvenamoji (trys ir daugiau butų);4590.98;4509.07;2005.0;;Nerenovuotas;;64.0;2.0;0.77;8A
319;Mintiesg.;Gyvenamoji (trys ir daugiau butų);2016.75;1982.72;2004.0;;Nerenovuotas;;32.0;0.0;0.77;8A
320;Mintiesg.;Gyvenamoji (trys ir daugiau butų);1304.72;1304.72;2003.0;;Nerenovuotas;;20.0;0.0;0.77;8A
321;MykoloMarcinkevičiausg.;Gyvenamoji (trys ir daugiau butų);5955.36;4576.73;1997.0;;Nerenovuotas;;49.0;17.0;0.0;7
322;Mokyklosg.;Gyvenamoji (vieno buto pastatai);1449.94;1227.61;1995.0;;Nerenovuotas;;22.0;0.0;0.0;1
323;Mokyklosg.;Gyvenamoji (trys ir daugiau butų);1471.03;1205.14;1994.0;;Nerenovuotas;;17.0;0.0;0.0;34
324;Mokyklosg.;Gyvenamoji (trys ir daugiau butų);2597.34;2056.03;2002.0;;Nerenovuotas;;24.0;30.0;0.0;40
325;Naugardukog.;Gyvenamoji (trys ir daugiau butų);959.18;616.4;1940.0;;Nerenovuotas;;11.0;1.0;0.0;14
326;Naugardukog.;Gyvenamoji (trys ir daugiau butų);642.04;317.46;1940.0;;Nerenovuotas;;5.0;5.0;0.0;4
327;Naujininkųg.;Gyvenamoji (trys ir daugiau butų);700.18;548.46;;;Nerenovuotas;;14.0;0.0;0.0;24
328;Naujininkųg.;Gyvenamoji (įvairioms socialinėms grupėms);0.0;1124.38;1957.0;;Nerenovuotas;;26.0;2.0;0.0;5
329;Nemenčinėspl.;Gyvenamoji (trys ir daugiau butų);4079.49;3459.43;1995.0;;Nerenovuotas;;32.0;0.0;0.0;10
330;Nemenčinėspl.;Gyvenamoji (trys ir daugiau butų);1730.35;1617.78;2014.0;;Nerenovuotas;B;24.0;18.0;0.2;26A
331;Nemenčinėspl.;Gyvenamoji (trys ir daugiau butų);1558.13;0.0;2007.0;;Nerenovuotas;;6.0;3.0;0.18;43
332;Nemenčinėspl.;Gyvenamoji (trys ir daugiau butų);884.88;772.05;2006.0;;Nerenovuotas;C;8.0;0.0;0.0;68
333;Nemenčinėspl.;Gyvenamoji (trys ir daugiau butų);3392.07;2884.09;1995.0;;Nerenovuotas;D;31.0;0.0;0.0;8
334;Neužmirštuoliųg.;Gyvenamoji (trys ir daugiau butų);2873.3;2179.74;1995.0;;Nerenovuotas;;20.0;5.0;0.0;8
335;Nidosg.;Gyvenamoji (trys ir daugiau butų);0.0;2211.2;2008.0;;Nerenovuotas;B;42.0;33.0;0.0;9
336;Odminiųg.;Gyvenamoji (trys ir daugiau butų);749.64;553.37;1940.0;;Nerenovuotas;;6.0;0.0;0.0;10
337;Odminiųg.;Gyvenamoji (trys ir daugiau butų);1285.7;0.0;1997.0;;Nerenovuotas;;9.0;3.0;0.0;9
338;Olandųg.;Gyvenamoji (trys ir daugiau butų);0.0;2174.45;1972.0;;Nerenovuotas;;47.0;0.0;0.0;53
339;Olimpiečiųg.;Gyvenamoji (trys ir daugiau butų);942.35;942.35;2007.0;;Nerenovuotas;C;8.0;0.0;2.14;7
340;P.Vileišiog.;Gyvenamoji (vieno buto pastatai);3432.23;2872.7;1963.0;;Nerenovuotas;;60.0;0.0;0.0;22
341;P.Vileišiog.;Gyvenamoji (trys ir daugiau butų);3422.53;0.0;1963.0;;Planuojamas renovuoti;E;60.0;0.0;0.0;23
342;P.Vileišiog.;Gyvenamoji (trys ir daugiau butų);3218.11;2701.2;1964.0;;Nerenovuotas;;60.0;0.0;0.0;32
343;P.Vileišiog.;Gyvenamoji (trys ir daugiau butų);3218.84;2701.01;1964.0;;Nerenovuotas;;60.0;0.0;0.0;33
344;P.Vileišiog.;Gyvenamoji (trys ir daugiau butų);3434.35;2556.69;2002.0;;Nerenovuotas;;39.0;29.0;0.0;3A
345;P.Žadeikosg.;Gyvenamoji (trys ir daugiau butų);4180.28;0.0;1989.0;;Nerenovuotas;;60.0;0.0;0.0;24
346;Pamėnkalniog.;Gyvenamoji (trys ir daugiau butų);0.0;1239.48;1959.0;;Nerenovuotas;;22.0;5.0;0.0;21
347;Pamėnkalniog.;Gyvenamoji (trys ir daugiau butų);5495.92;2977.91;2004.0;;Nerenovuotas;;52.0;15.0;0.15;34B
348;Pamėnkalniog.;Gyvenamoji (trys ir daugiau butų);1045.76;0.0;1940.0;;Nerenovuotas;;19.0;1.0;0.0;9
349;Panevėžiog.;Gyvenamoji (įvairioms socialinėms grupėms);3372.47;2937.15;1984.0;2016.0;Renovuotas;C;108.0;0.0;0.0;40
350;Paribiog.;Gyvenamoji (trys ir daugiau butų);4499.22;2806.27;2007.0;;Nerenovuotas;;44.0;17.0;0.0;23
351;Parkog.;Gyvenamoji (trys ir daugiau butų);2634.41;2366.11;1977.0;;Nerenovuotas;;37.0;1.0;0.0;28
352;Parkog.;Gyvenamoji (trys ir daugiau butų);3092.5;2584.9;1973.0;;Nerenovuotas;;50.0;0.0;0.0;42
353;Parkog.;Gyvenamoji (įvairioms socialinėms grupėms);2307.43;2099.97;1975.0;;Nerenovuotas;;69.0;0.0;0.0;46
354;Parkog.;Gyvenamoji (trys ir daugiau butų);2681.91;2119.86;2001.0;;Nerenovuotas;;34.0;23.0;0.0;55
355;Paupiog.;Gyvenamoji (trys ir daugiau butų);870.88;724.61;1940.0;;Nerenovuotas;;15.0;2.0;0.0;13
356;Paupiog.;Gyvenamoji (trys ir daugiau butų);262.24;262.24;1940.0;;Nerenovuotas;;6.0;0.0;0.0;13A
357;Paupiog.;Gyvenamoji (trys ir daugiau butų);513.35;368.05;1940.0;;Nerenovuotas;;9.0;1.0;0.0;13B
358;Paupiog.;Gyvenamoji (trys ir daugiau butų);376.3;255.56;1940.0;;Nerenovuotas;;5.0;3.0;0.12;23
359;Paupiog.;Gyvenamoji (trys ir daugiau butų);857.82;559.48;1940.0;;Nerenovuotas;;11.0;3.0;0.0;5
360;Pavasariog.;Gyvenamoji (trys ir daugiau butų);2079.2;1802.01;1967.0;2017.0;Renovuotas;;19.0;1.0;0.0;2
361;Pelesosg.;Gyvenamoji (trys ir daugiau butų);1833.93;1584.91;1940.0;;Renovuojamas;F;31.0;4.0;0.0;55
362;Piliesg.;Gyvenamoji (trys ir daugiau butų);626.47;0.0;1940.0;;Nerenovuotas;;3.0;2.0;0.0;30
363;Pirkliųg.;Gyvenamoji (įvairioms socialinėms grupėms);569.52;569.52;1962.0;;Nerenovuotas;;21.0;0.0;0.0;2
364;Pylimėliųg.;Gyvenamoji (trys ir daugiau butų);2868.76;1963.4;2003.0;;Nerenovuotas;;23.0;0.0;0.0;26
365;Pylimėliųg.;Gyvenamoji (trys ir daugiau butų);4546.2;2758.1;2006.0;;Nerenovuotas;B;36.0;37.0;0.4;8
366;Pylimog.;Gyvenamoji (trys ir daugiau butų);1133.99;590.04;1940.0;;Nerenovuotas;;11.0;11.0;0.16;12
367;Pylimog.;Gyvenamoji (dviejų butų pastatas);394.16;144.72;1940.0;;Nerenovuotas;;3.0;3.0;0.0;25
368;Pylimog.;Gyvenamoji (trys ir daugiau butų);343.55;0.0;1940.0;;Nerenovuotas;;3.0;2.0;0.0;25A
369;Pylimog.;Gyvenamoji (trys ir daugiau butų);407.33;320.47;1940.0;;Nerenovuotas;;5.0;1.0;0.0;29
370;Pylimog.;Gyvenamoji (trys ir daugiau butų);1115.56;550.08;1940.0;2007.0;Dalinė renovacija;;6.0;4.0;0.0;42
371;Pylimog.;Gyvenamoji (trys ir daugiau butų);1873.64;745.78;1940.0;;Nerenovuotas;E;13.0;11.0;0.16;45
372;Polockog.;Gyvenamoji (trys ir daugiau butų);0.0;658.48;1996.0;;Nerenovuotas;;5.0;0.0;0.0;33
373;Polockog.;Gyvenamoji (trys ir daugiau butų);214.83;180.75;1940.0;;Nerenovuotas;;5.0;0.0;0.15;48
374;PranciškausPranciškausSmuglevičiausg.;Gyvenamoji (trys ir daugiau butų);0.0;1343.33;2000.0;;Nerenovuotas;;22.0;18.0;0.0;4
375;PranciškausPranciškausSmuglevičiausg.;Gyvenamoji (trys ir daugiau butų);4553.53;3455.43;2001.0;;Nerenovuotas;;58.0;28.0;0.0;6
376;Pušųg.;Gyvenamoji (trys ir daugiau butų);1606.36;0.0;2006.0;;Nerenovuotas;;15.0;4.0;0.0;10
377;Pušųg.;Gyvenamoji (trys ir daugiau butų);851.02;0.0;1940.0;;Nerenovuotas;;10.0;1.0;0.0;12
378;Pušųg.;Gyvenamoji (trys ir daugiau butų);367.08;310.49;1940.0;;Nerenovuotas;;4.0;1.0;0.0;19
379;Pušųg.;Gyvenamoji (trys ir daugiau butų);799.51;699.79;1940.0;;Nerenovuotas;;11.0;1.0;0.13;36
380;R.Jankauskog.;Gyvenamoji (trys ir daugiau butų);1602.1;1482.1;1973.0;;Nerenovuotas;;27.0;0.0;0.0;7
381;R.Jankauskog.;Gyvenamoji (trys ir daugiau butų);4167.8;3765.9;1973.0;;Nerenovuotas;;72.0;0.0;0.0;7
382;R.Jankauskog.;Gyvenamoji (trys ir daugiau butų);3638.83;3269.48;1973.0;2006.0;Dalinė renovacija;;60.0;4.0;0.0;1
383;Raitininkųg.;Gyvenamoji (trys ir daugiau butų);0.0;2300.86;2006.0;;Nerenovuotas;;35.0;6.0;0.0;8B
384;Ratog.;Gyvenamoji (trys ir daugiau butų);811.0;811.0;2004.0;;Nerenovuotas;;9.0;0.0;0.17;12A
385;Ratog.;Gyvenamoji (trys ir daugiau butų);2485.64;1669.63;2006.0;;Nerenovuotas;;18.0;23.0;0.78;12B
386;Rinktinėsg.;Gyvenamoji (trys ir daugiau butų);4159.59;3771.61;1976.0;2017.0;Renovuotas;D;72.0;0.0;0.0;21
387;Rinktinėsg.;Gyvenamoji (trys ir daugiau butų);1628.48;1504.19;1976.0;2016.0;Renovuotas;D;27.0;0.0;0.0;21
388;Rinktinėsg.;Gyvenamoji (trys ir daugiau butų);1892.46;1574.52;1976.0;2017.0;Renovuotas;;30.0;0.0;0.0;21
389;Rinktinėsg.;Gyvenamoji (trys ir daugiau butų);1626.23;1501.68;1976.0;2017.0;Renovuotas;D;27.0;0.0;0.0;21
