year;permanent_residents;permanent_residents_value;median_age;Lytis_Moterys;Lytis_Vyrai;population_density;population_density_measure;population_density_value;useful_area;useful_area_measure;useful_area_value;average_housing;average_housing_measure;average_housing_value;neto_migration;neto_migration_measure;neto_migration_value;unemployment;unemployment_measure;unemployment_value;country;area;district;municipality
2008;Nuolatinių gyventojų skaičius metų pradžioje;36145.0;Medianinis gyventojų amžius metų pradžioje;41.0;35.0;Gyventojų tankis metų pradžioje;viename km²;24.2;Naudingasis plotas, tenkantis vienam gyventojui;m²;27.3;Vidutinis būsto dydis;m²;66.3;Neto migracija;asmenys;-109.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;5.4;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Šalčininkų r. sav.
2009;Nuolatinių gyventojų skaičius metų pradžioje;35802.0;Medianinis gyventojų amžius metų pradžioje;41.0;35.0;Gyventojų tankis metų pradžioje;viename km²;24.0;Naudingasis plotas, tenkantis vienam gyventojui;m²;25.8;Vidutinis būsto dydis;m²;70.2;Neto migracija;asmenys;-260.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;13.4;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Šalčininkų r. sav.
2010;Nuolatinių gyventojų skaičius metų pradžioje;35357.0;Medianinis gyventojų amžius metų pradžioje;41.0;35.0;Gyventojų tankis metų pradžioje;viename km²;23.7;Naudingasis plotas, tenkantis vienam gyventojui;m²;26.4;Vidutinis būsto dydis;m²;70.2;Neto migracija;asmenys;-416.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;21.0;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Šalčininkų r. sav.
2011;Nuolatinių gyventojų skaičius metų pradžioje;34671.0;Medianinis gyventojų amžius metų pradžioje;42.0;36.0;Gyventojų tankis metų pradžioje;viename km²;23.3;Naudingasis plotas, tenkantis vienam gyventojui;m²;27.5;Vidutinis būsto dydis;m²;70.6;Neto migracija;asmenys;-311.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;16.0;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Šalčininkų r. sav.
2012;Nuolatinių gyventojų skaičius metų pradžioje;34175.0;Medianinis gyventojų amžius metų pradžioje;42.0;36.0;Gyventojų tankis metų pradžioje;viename km²;22.9;Naudingasis plotas, tenkantis vienam gyventojui;m²;28.0;Vidutinis būsto dydis;m²;70.6;Neto migracija;asmenys;-357.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;14.4;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Šalčininkų r. sav.
2013;Nuolatinių gyventojų skaičius metų pradžioje;33710.0;Medianinis gyventojų amžius metų pradžioje;43.0;37.0;Gyventojų tankis metų pradžioje;viename km²;22.6;Naudingasis plotas, tenkantis vienam gyventojui;m²;28.4;Vidutinis būsto dydis;m²;70.6;Neto migracija;asmenys;-313.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;13.4;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Šalčininkų r. sav.
2014;Nuolatinių gyventojų skaičius metų pradžioje;33172.0;Medianinis gyventojų amžius metų pradžioje;43.0;37.0;Gyventojų tankis metų pradžioje;viename km²;22.2;Naudingasis plotas, tenkantis vienam gyventojui;m²;30.5;Vidutinis būsto dydis;m²;71.5;Neto migracija;asmenys;-285.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;11.5;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Šalčininkų r. sav.
2015;Nuolatinių gyventojų skaičius metų pradžioje;32705.0;Medianinis gyventojų amžius metų pradžioje;44.0;37.0;Gyventojų tankis metų pradžioje;viename km²;21.9;Naudingasis plotas, tenkantis vienam gyventojui;m²;31.1;Vidutinis būsto dydis;m²;71.8;Neto migracija;asmenys;-233.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;11.1;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Šalčininkų r. sav.
2016;Nuolatinių gyventojų skaičius metų pradžioje;32305.0;Medianinis gyventojų amžius metų pradžioje;44.0;37.0;Gyventojų tankis metų pradžioje;viename km²;21.6;Naudingasis plotas, tenkantis vienam gyventojui;m²;31.8;Vidutinis būsto dydis;m²;71.9;Neto migracija;asmenys;-365.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;10.7;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Šalčininkų r. sav.
2017;Nuolatinių gyventojų skaičius metų pradžioje;31789.0;Medianinis gyventojų amžius metų pradžioje;45.0;37.0;Gyventojų tankis metų pradžioje;viename km²;21.3;Naudingasis plotas, tenkantis vienam gyventojui;m²;32.8;Vidutinis būsto dydis;m²;72.2;Neto migracija;asmenys;-328.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;8.8;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Šalčininkų r. sav.
2018;Nuolatinių gyventojų skaičius metų pradžioje;31265.0;Medianinis gyventojų amžius metų pradžioje;45.0;38.0;Gyventojų tankis metų pradžioje;viename km²;20.9;Naudingasis plotas, tenkantis vienam gyventojui;m²;33.1;Vidutinis būsto dydis;m²;72.4;Neto migracija;asmenys;-20.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;9.0;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Šalčininkų r. sav.
2001;Nuolatinių gyventojų skaičius metų pradžioje;20223.0;Medianinis gyventojų amžius metų pradžioje;41.0;35.0;Gyventojų tankis metų pradžioje;viename km²;22.3;Naudingasis plotas, tenkantis vienam gyventojui;m²;26.6;Vidutinis būsto dydis;m²;64.1;Neto migracija;asmenys;-28.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;11.8;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Širvintų r. sav.
2002;Nuolatinių gyventojų skaičius metų pradžioje;20081.0;Medianinis gyventojų amžius metų pradžioje;42.0;35.0;Gyventojų tankis metų pradžioje;viename km²;22.2;Naudingasis plotas, tenkantis vienam gyventojui;m²;26.8;Vidutinis būsto dydis;m²;64.1;Neto migracija;asmenys;-49.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;9.2;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Širvintų r. sav.
2003;Nuolatinių gyventojų skaičius metų pradžioje;19869.0;Medianinis gyventojų amžius metų pradžioje;42.0;36.0;Gyventojų tankis metų pradžioje;viename km²;21.9;Naudingasis plotas, tenkantis vienam gyventojui;m²;27.0;Vidutinis būsto dydis;m²;64.1;Neto migracija;asmenys;-40.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;6.9;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Širvintų r. sav.
2004;Nuolatinių gyventojų skaičius metų pradžioje;19677.0;Medianinis gyventojų amžius metų pradžioje;43.0;36.0;Gyventojų tankis metų pradžioje;viename km²;21.7;Naudingasis plotas, tenkantis vienam gyventojui;m²;27.2;Vidutinis būsto dydis;m²;64.1;Neto migracija;asmenys;-31.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;6.0;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Širvintų r. sav.
2005;Nuolatinių gyventojų skaičius metų pradžioje;19529.0;Medianinis gyventojų amžius metų pradžioje;43.0;37.0;Gyventojų tankis metų pradžioje;viename km²;21.6;Naudingasis plotas, tenkantis vienam gyventojui;m²;27.7;Vidutinis būsto dydis;m²;64.7;Neto migracija;asmenys;-110.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;4.1;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Širvintų r. sav.
2006;Nuolatinių gyventojų skaičius metų pradžioje;19239.0;Medianinis gyventojų amžius metų pradžioje;44.0;37.0;Gyventojų tankis metų pradžioje;viename km²;21.2;Naudingasis plotas, tenkantis vienam gyventojui;m²;28.1;Vidutinis būsto dydis;m²;64.8;Neto migracija;asmenys;-80.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;3.3;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Širvintų r. sav.
2007;Nuolatinių gyventojų skaičius metų pradžioje;18999.0;Medianinis gyventojų amžius metų pradžioje;44.0;38.0;Gyventojų tankis metų pradžioje;viename km²;21.0;Naudingasis plotas, tenkantis vienam gyventojui;m²;28.6;Vidutinis būsto dydis;m²;65.0;Neto migracija;asmenys;-39.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;2.8;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Širvintų r. sav.
2008;Nuolatinių gyventojų skaičius metų pradžioje;18752.0;Medianinis gyventojų amžius metų pradžioje;45.0;38.0;Gyventojų tankis metų pradžioje;viename km²;20.7;Naudingasis plotas, tenkantis vienam gyventojui;m²;29.1;Vidutinis būsto dydis;m²;65.2;Neto migracija;asmenys;-103.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;3.0;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Širvintų r. sav.
2009;Nuolatinių gyventojų skaičius metų pradžioje;18461.0;Medianinis gyventojų amžius metų pradžioje;45.0;38.0;Gyventojų tankis metų pradžioje;viename km²;20.4;Naudingasis plotas, tenkantis vienam gyventojui;m²;32.0;Vidutinis būsto dydis;m²;70.7;Neto migracija;asmenys;-137.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;10.3;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Širvintų r. sav.
2010;Nuolatinių gyventojų skaičius metų pradžioje;18166.0;Medianinis gyventojų amžius metų pradžioje;45.0;38.0;Gyventojų tankis metų pradžioje;viename km²;20.1;Naudingasis plotas, tenkantis vienam gyventojui;m²;32.9;Vidutinis būsto dydis;m²;70.7;Neto migracija;asmenys;-347.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;17.4;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Širvintų r. sav.
2011;Nuolatinių gyventojų skaičius metų pradžioje;17659.0;Medianinis gyventojų amžius metų pradžioje;46.0;39.0;Gyventojų tankis metų pradžioje;viename km²;19.5;Naudingasis plotas, tenkantis vienam gyventojui;m²;34.3;Vidutinis būsto dydis;m²;70.9;Neto migracija;asmenys;-250.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;11.3;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Širvintų r. sav.
2012;Nuolatinių gyventojų skaičius metų pradžioje;17225.0;Medianinis gyventojų amžius metų pradžioje;46.0;40.0;Gyventojų tankis metų pradžioje;viename km²;19.0;Naudingasis plotas, tenkantis vienam gyventojui;m²;35.0;Vidutinis būsto dydis;m²;71.0;Neto migracija;asmenys;-212.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;11.1;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Širvintų r. sav.
2013;Nuolatinių gyventojų skaičius metų pradžioje;16908.0;Medianinis gyventojų amžius metų pradžioje;47.0;40.0;Gyventojų tankis metų pradžioje;viename km²;18.7;Naudingasis plotas, tenkantis vienam gyventojui;m²;35.6;Vidutinis būsto dydis;m²;70.9;Neto migracija;asmenys;-158.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;10.6;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Širvintų r. sav.
2014;Nuolatinių gyventojų skaičius metų pradžioje;16599.0;Medianinis gyventojų amžius metų pradžioje;47.0;41.0;Gyventojų tankis metų pradžioje;viename km²;18.3;Naudingasis plotas, tenkantis vienam gyventojui;m²;37.2;Vidutinis būsto dydis;m²;71.7;Neto migracija;asmenys;-106.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;8.4;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Širvintų r. sav.
2015;Nuolatinių gyventojų skaičius metų pradžioje;16333.0;Medianinis gyventojų amžius metų pradžioje;48.0;41.0;Gyventojų tankis metų pradžioje;viename km²;18.0;Naudingasis plotas, tenkantis vienam gyventojui;m²;38.0;Vidutinis būsto dydis;m²;71.9;Neto migracija;asmenys;-132.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;8.2;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Širvintų r. sav.
2016;Nuolatinių gyventojų skaičius metų pradžioje;16074.0;Medianinis gyventojų amžius metų pradžioje;48.0;41.0;Gyventojų tankis metų pradžioje;viename km²;17.8;Naudingasis plotas, tenkantis vienam gyventojui;m²;39.0;Vidutinis būsto dydis;m²;72.2;Neto migracija;asmenys;-94.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;8.0;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Širvintų r. sav.
2017;Nuolatinių gyventojų skaičius metų pradžioje;15863.0;Medianinis gyventojų amžius metų pradžioje;49.0;42.0;Gyventojų tankis metų pradžioje;viename km²;17.5;Naudingasis plotas, tenkantis vienam gyventojui;m²;40.2;Vidutinis būsto dydis;m²;72.4;Neto migracija;asmenys;-175.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;8.1;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Širvintų r. sav.
2018;Nuolatinių gyventojų skaičius metų pradžioje;15570.0;Medianinis gyventojų amžius metų pradžioje;50.0;42.0;Gyventojų tankis metų pradžioje;viename km²;17.2;Naudingasis plotas, tenkantis vienam gyventojui;m²;40.9;Vidutinis būsto dydis;m²;72.5;Neto migracija;asmenys;-108.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;8.8;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Širvintų r. sav.
2001;Nuolatinių gyventojų skaičius metų pradžioje;33221.0;Medianinis gyventojų amžius metų pradžioje;43.0;36.0;Gyventojų tankis metų pradžioje;viename km²;19.6;Naudingasis plotas, tenkantis vienam gyventojui;m²;28.0;Vidutinis būsto dydis;m²;60.7;Neto migracija;asmenys;-156.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;15.5;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Švenčionių r. sav.
2002;Nuolatinių gyventojų skaičius metų pradžioje;32812.0;Medianinis gyventojų amžius metų pradžioje;43.0;37.0;Gyventojų tankis metų pradžioje;viename km²;19.4;Naudingasis plotas, tenkantis vienam gyventojui;m²;28.4;Vidutinis būsto dydis;m²;60.7;Neto migracija;asmenys;-104.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;14.2;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Švenčionių r. sav.
2003;Nuolatinių gyventojų skaičius metų pradžioje;32428.0;Medianinis gyventojų amžius metų pradžioje;43.0;37.0;Gyventojų tankis metų pradžioje;viename km²;19.2;Naudingasis plotas, tenkantis vienam gyventojui;m²;28.7;Vidutinis būsto dydis;m²;60.7;Neto migracija;asmenys;-143.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;12.1;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Švenčionių r. sav.
2004;Nuolatinių gyventojų skaičius metų pradžioje;32002.0;Medianinis gyventojų amžius metų pradžioje;44.0;38.0;Gyventojų tankis metų pradžioje;viename km²;18.9;Naudingasis plotas, tenkantis vienam gyventojui;m²;29.5;Vidutinis būsto dydis;m²;60.7;Neto migracija;asmenys;-230.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;12.1;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Švenčionių r. sav.
2005;Nuolatinių gyventojų skaičius metų pradžioje;31436.0;Medianinis gyventojų amžius metų pradžioje;44.0;38.0;Gyventojų tankis metų pradžioje;viename km²;18.6;Naudingasis plotas, tenkantis vienam gyventojui;m²;30.6;Vidutinis būsto dydis;m²;62.0;Neto migracija;asmenys;-357.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;9.1;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Švenčionių r. sav.
2006;Nuolatinių gyventojų skaičius metų pradžioje;30690.0;Medianinis gyventojų amžius metų pradžioje;45.0;38.0;Gyventojų tankis metų pradžioje;viename km²;18.1;Naudingasis plotas, tenkantis vienam gyventojui;m²;31.2;Vidutinis būsto dydis;m²;62.8;Neto migracija;asmenys;-183.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;6.0;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Švenčionių r. sav.
2007;Nuolatinių gyventojų skaičius metų pradžioje;30148.0;Medianinis gyventojų amžius metų pradžioje;45.0;39.0;Gyventojų tankis metų pradžioje;viename km²;17.8;Naudingasis plotas, tenkantis vienam gyventojui;m²;31.8;Vidutinis būsto dydis;m²;62.7;Neto migracija;asmenys;-159.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;5.2;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Švenčionių r. sav.
2008;Nuolatinių gyventojų skaičius metų pradžioje;29613.0;Medianinis gyventojų amžius metų pradžioje;46.0;39.0;Gyventojų tankis metų pradžioje;viename km²;17.5;Naudingasis plotas, tenkantis vienam gyventojui;m²;32.3;Vidutinis būsto dydis;m²;65.1;Neto migracija;asmenys;-79.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;5.5;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Švenčionių r. sav.
2009;Nuolatinių gyventojų skaičius metų pradžioje;29218.0;Medianinis gyventojų amžius metų pradžioje;46.0;39.0;Gyventojų tankis metų pradžioje;viename km²;17.3;Naudingasis plotas, tenkantis vienam gyventojui;m²;31.7;Vidutinis būsto dydis;m²;67.9;Neto migracija;asmenys;-216.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;10.8;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Švenčionių r. sav.
2010;Nuolatinių gyventojų skaičius metų pradžioje;28690.0;Medianinis gyventojų amžius metų pradžioje;47.0;39.0;Gyventojų tankis metų pradžioje;viename km²;17.0;Naudingasis plotas, tenkantis vienam gyventojui;m²;32.6;Vidutinis būsto dydis;m²;67.8;Neto migracija;asmenys;-358.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;17.3;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Švenčionių r. sav.
2011;Nuolatinių gyventojų skaičius metų pradžioje;27961.0;Medianinis gyventojų amžius metų pradžioje;47.0;40.0;Gyventojų tankis metų pradžioje;viename km²;16.5;Naudingasis plotas, tenkantis vienam gyventojui;m²;33.8;Vidutinis būsto dydis;m²;68.2;Neto migracija;asmenys;-225.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;13.5;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Švenčionių r. sav.
2012;Nuolatinių gyventojų skaičius metų pradžioje;27434.0;Medianinis gyventojų amžius metų pradžioje;48.0;40.0;Gyventojų tankis metų pradžioje;viename km²;16.2;Naudingasis plotas, tenkantis vienam gyventojui;m²;34.5;Vidutinis būsto dydis;m²;68.2;Neto migracija;asmenys;-285.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;11.4;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Švenčionių r. sav.
2013;Nuolatinių gyventojų skaičius metų pradžioje;26853.0;Medianinis gyventojų amžius metų pradžioje;49.0;41.0;Gyventojų tankis metų pradžioje;viename km²;15.9;Naudingasis plotas, tenkantis vienam gyventojui;m²;35.3;Vidutinis būsto dydis;m²;68.2;Neto migracija;asmenys;-222.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;11.4;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Švenčionių r. sav.
2014;Nuolatinių gyventojų skaičius metų pradžioje;26259.0;Medianinis gyventojų amžius metų pradžioje;49.0;41.0;Gyventojų tankis metų pradžioje;viename km²;15.5;Naudingasis plotas, tenkantis vienam gyventojui;m²;36.8;Vidutinis būsto dydis;m²;68.3;Neto migracija;asmenys;-232.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;9.8;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Švenčionių r. sav.
2015;Nuolatinių gyventojų skaičius metų pradžioje;25719.0;Medianinis gyventojų amžius metų pradžioje;49.0;42.0;Gyventojų tankis metų pradžioje;viename km²;15.2;Naudingasis plotas, tenkantis vienam gyventojui;m²;37.8;Vidutinis būsto dydis;m²;68.4;Neto migracija;asmenys;-238.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;9.1;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Švenčionių r. sav.
2016;Nuolatinių gyventojų skaičius metų pradžioje;25180.0;Medianinis gyventojų amžius metų pradžioje;50.0;42.0;Gyventojų tankis metų pradžioje;viename km²;14.9;Naudingasis plotas, tenkantis vienam gyventojui;m²;38.8;Vidutinis būsto dydis;m²;68.4;Neto migracija;asmenys;-328.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;9.3;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Švenčionių r. sav.
2017;Nuolatinių gyventojų skaičius metų pradžioje;24565.0;Medianinis gyventojų amžius metų pradžioje;50.0;43.0;Gyventojų tankis metų pradžioje;viename km²;14.5;Naudingasis plotas, tenkantis vienam gyventojui;m²;40.1;Vidutinis būsto dydis;m²;68.6;Neto migracija;asmenys;-374.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;9.1;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Švenčionių r. sav.
2018;Nuolatinių gyventojų skaičius metų pradžioje;23881.0;Medianinis gyventojų amžius metų pradžioje;51.0;43.0;Gyventojų tankis metų pradžioje;viename km²;14.1;Naudingasis plotas, tenkantis vienam gyventojui;m²;41.0;Vidutinis būsto dydis;m²;68.6;Neto migracija;asmenys;-186.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;9.8;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Švenčionių r. sav.
2001;Nuolatinių gyventojų skaičius metų pradžioje;37388.0;Medianinis gyventojų amžius metų pradžioje;39.0;34.0;Gyventojų tankis metų pradžioje;viename km²;31.0;Naudingasis plotas, tenkantis vienam gyventojui;m²;22.6;Vidutinis būsto dydis;m²;62.0;Neto migracija;asmenys;-80.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;4.8;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Trakų r. sav.
2002;Nuolatinių gyventojų skaičius metų pradžioje;37118.0;Medianinis gyventojų amžius metų pradžioje;40.0;34.0;Gyventojų tankis metų pradžioje;viename km²;30.7;Naudingasis plotas, tenkantis vienam gyventojui;m²;23.0;Vidutinis būsto dydis;m²;62.0;Neto migracija;asmenys;62.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;3.4;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Trakų r. sav.
2003;Nuolatinių gyventojų skaičius metų pradžioje;36953.0;Medianinis gyventojų amžius metų pradžioje;40.0;35.0;Gyventojų tankis metų pradžioje;viename km²;30.6;Naudingasis plotas, tenkantis vienam gyventojui;m²;23.3;Vidutinis būsto dydis;m²;62.0;Neto migracija;asmenys;169.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;2.7;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Trakų r. sav.
2004;Nuolatinių gyventojų skaičius metų pradžioje;36916.0;Medianinis gyventojų amžius metų pradžioje;41.0;35.0;Gyventojų tankis metų pradžioje;viename km²;30.6;Naudingasis plotas, tenkantis vienam gyventojui;m²;24.1;Vidutinis būsto dydis;m²;62.0;Neto migracija;asmenys;56.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;2.2;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Trakų r. sav.
2005;Nuolatinių gyventojų skaičius metų pradžioje;36712.0;Medianinis gyventojų amžius metų pradžioje;41.0;35.0;Gyventojų tankis metų pradžioje;viename km²;30.4;Naudingasis plotas, tenkantis vienam gyventojui;m²;25.0;Vidutinis būsto dydis;m²;63.7;Neto migracija;asmenys;-132.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;1.6;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Trakų r. sav.
2006;Nuolatinių gyventojų skaičius metų pradžioje;36328.0;Medianinis gyventojų amžius metų pradžioje;42.0;36.0;Gyventojų tankis metų pradžioje;viename km²;30.1;Naudingasis plotas, tenkantis vienam gyventojui;m²;25.6;Vidutinis būsto dydis;m²;64.4;Neto migracija;asmenys;-126.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;1.1;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Trakų r. sav.
2007;Nuolatinių gyventojų skaičius metų pradžioje;35907.0;Medianinis gyventojų amžius metų pradžioje;42.0;36.0;Gyventojų tankis metų pradžioje;viename km²;29.7;Naudingasis plotas, tenkantis vienam gyventojui;m²;25.9;Vidutinis būsto dydis;m²;64.7;Neto migracija;asmenys;-68.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;1.0;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Trakų r. sav.
2008;Nuolatinių gyventojų skaičius metų pradžioje;35550.0;Medianinis gyventojų amžius metų pradžioje;42.0;36.0;Gyventojų tankis metų pradžioje;viename km²;29.4;Naudingasis plotas, tenkantis vienam gyventojui;m²;28.3;Vidutinis būsto dydis;m²;70.1;Neto migracija;asmenys;37.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;1.3;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Trakų r. sav.
2009;Nuolatinių gyventojų skaičius metų pradžioje;35361.0;Medianinis gyventojų amžius metų pradžioje;43.0;36.0;Gyventojų tankis metų pradžioje;viename km²;29.3;Naudingasis plotas, tenkantis vienam gyventojui;m²;30.8;Vidutinis būsto dydis;m²;71.0;Neto migracija;asmenys;-174.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;5.9;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Trakų r. sav.
2010;Nuolatinių gyventojų skaičius metų pradžioje;35006.0;Medianinis gyventojų amžius metų pradžioje;43.0;36.0;Gyventojų tankis metų pradžioje;viename km²;29.0;Naudingasis plotas, tenkantis vienam gyventojui;m²;31.4;Vidutinis būsto dydis;m²;71.1;Neto migracija;asmenys;-364.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;13.1;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Trakų r. sav.
2011;Nuolatinių gyventojų skaičius metų pradžioje;34453.0;Medianinis gyventojų amžius metų pradžioje;43.0;37.0;Gyventojų tankis metų pradžioje;viename km²;28.5;Naudingasis plotas, tenkantis vienam gyventojui;m²;32.4;Vidutinis būsto dydis;m²;71.7;Neto migracija;asmenys;-78.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;10.3;Lietuvos Respublika;Sostinės regionas;Vilniaus apskritis;Trakų r. sav.
